RANK #1,	Token ID: 1,	 score: 55,	type:Witch of Woe,	skills: {"will":9,"wisdom":9,"wonder":9,"woe":10,"wit":9,"wiles":9}
RANK #9097,	Token ID: 8882,	 score: 21,	type:mage,	skills: {"will":2,"wit":8,"wiles":0,"wisdom":4,"wonder":3,"woe":4}
RANK #9098,	Token ID: 8890,	 score: 21,	type:necromancer,	skills: {"will":9,"wit":1,"wiles":2,"wisdom":6,"wonder":0,"woe":3}
RANK #9099,	Token ID: 8946,	 score: 21,	type:occultist,	skills: {"will":2,"wit":2,"wiles":9,"wisdom":0,"wonder":4,"woe":4}
RANK #9100,	Token ID: 8997,	 score: 21,	type:occultist,	skills: {"will":5,"wit":2,"wiles":4,"wisdom":3,"wonder":1,"woe":6}
RANK #9101,	Token ID: 9052,	 score: 21,	type:enchantress,	skills: {"will":5,"wit":5,"wiles":2,"wisdom":7,"wonder":2,"woe":0}
RANK #9102,	Token ID: 9074,	 score: 21,	type:mage,	skills: {"will":1,"wit":0,"wiles":1,"wisdom":4,"wonder":8,"woe":7}
RANK #9103,	Token ID: 9091,	 score: 21,	type:hag,	skills: {"will":4,"wit":5,"wiles":0,"wisdom":4,"wonder":3,"woe":5}
RANK #9104,	Token ID: 9183,	 score: 21,	type:mage,	skills: {"will":1,"wit":0,"wiles":7,"wisdom":2,"wonder":4,"woe":7}
RANK #9105,	Token ID: 9309,	 score: 21,	type:hag,	skills: {"will":0,"wit":1,"wiles":0,"wisdom":3,"wonder":9,"woe":8}
RANK #9106,	Token ID: 9310,	 score: 21,	type:hag,	skills: {"will":1,"wit":7,"wiles":0,"wisdom":4,"wonder":8,"woe":1}
RANK #9107,	Token ID: 9442,	 score: 21,	type:enchantress,	skills: {"will":5,"wit":6,"wiles":6,"wisdom":0,"wonder":4,"woe":0}
RANK #9108,	Token ID: 9560,	 score: 21,	type:occultist,	skills: {"will":6,"wit":1,"wiles":3,"wisdom":3,"wonder":3,"woe":5}
RANK #9109,	Token ID: 9579,	 score: 21,	type:enchantress,	skills: {"will":7,"wit":3,"wiles":2,"wisdom":3,"wonder":3,"woe":3}
RANK #9110,	Token ID: 9586,	 score: 21,	type:hag,	skills: {"will":1,"wit":3,"wiles":0,"wisdom":7,"wonder":9,"woe":1}
RANK #9111,	Token ID: 9652,	 score: 21,	type:occultist,	skills: {"will":5,"wit":3,"wiles":4,"wisdom":0,"wonder":0,"woe":9}
RANK #9112,	Token ID: 9687,	 score: 21,	type:hag,	skills: {"will":0,"wit":2,"wiles":2,"wisdom":3,"wonder":9,"woe":5}
RANK #9113,	Token ID: 31,	 score: 20,	type:necromancer,	skills: {"will":4,"wit":0,"wiles":0,"wisdom":5,"wonder":6,"woe":5}
RANK #9114,	Token ID: 141,	 score: 20,	type:hag,	skills: {"will":1,"wit":2,"wiles":6,"wisdom":3,"wonder":6,"woe":2}
RANK #9115,	Token ID: 157,	 score: 20,	type:mage,	skills: {"will":2,"wit":4,"wiles":1,"wisdom":1,"wonder":9,"woe":3}
RANK #9116,	Token ID: 206,	 score: 20,	type:occultist,	skills: {"will":1,"wit":2,"wiles":9,"wisdom":4,"wonder":0,"woe":4}
RANK #9117,	Token ID: 233,	 score: 20,	type:occultist,	skills: {"will":3,"wit":1,"wiles":3,"wisdom":0,"wonder":7,"woe":6}
RANK #9118,	Token ID: 265,	 score: 20,	type:enchantress,	skills: {"will":4,"wit":3,"wiles":5,"wisdom":0,"wonder":0,"woe":8}
RANK #9119,	Token ID: 408,	 score: 20,	type:necromancer,	skills: {"will":4,"wit":0,"wiles":2,"wisdom":7,"wonder":2,"woe":5}
RANK #9120,	Token ID: 593,	 score: 20,	type:enchantress,	skills: {"will":2,"wit":7,"wiles":6,"wisdom":3,"wonder":1,"woe":1}
RANK #9121,	Token ID: 704,	 score: 20,	type:hag,	skills: {"will":3,"wit":4,"wiles":5,"wisdom":5,"wonder":3,"woe":0}
RANK #9122,	Token ID: 738,	 score: 20,	type:hag,	skills: {"will":1,"wit":7,"wiles":0,"wisdom":9,"wonder":3,"woe":0}
RANK #9123,	Token ID: 860,	 score: 20,	type:necromancer,	skills: {"will":3,"wit":2,"wiles":3,"wisdom":2,"wonder":2,"woe":8}
RANK #9124,	Token ID: 908,	 score: 20,	type:hag,	skills: {"will":0,"wit":5,"wiles":2,"wisdom":3,"wonder":5,"woe":5}
RANK #9125,	Token ID: 984,	 score: 20,	type:necromancer,	skills: {"will":6,"wit":0,"wiles":8,"wisdom":1,"wonder":1,"woe":4}
RANK #9126,	Token ID: 1082,	 score: 20,	type:occultist,	skills: {"will":3,"wit":1,"wiles":5,"wisdom":1,"wonder":7,"woe":3}
RANK #9127,	Token ID: 1131,	 score: 20,	type:necromancer,	skills: {"will":4,"wit":2,"wiles":0,"wisdom":4,"wonder":5,"woe":5}
RANK #9128,	Token ID: 1173,	 score: 20,	type:mage,	skills: {"will":2,"wit":5,"wiles":2,"wisdom":3,"wonder":6,"woe":2}
RANK #9129,	Token ID: 1184,	 score: 20,	type:mage,	skills: {"will":4,"wit":0,"wiles":0,"wisdom":2,"wonder":9,"woe":5}
RANK #9130,	Token ID: 1218,	 score: 20,	type:mage,	skills: {"will":0,"wit":8,"wiles":2,"wisdom":3,"wonder":2,"woe":5}
RANK #9131,	Token ID: 1248,	 score: 20,	type:enchantress,	skills: {"will":2,"wit":9,"wiles":2,"wisdom":3,"wonder":4,"woe":0}
RANK #9132,	Token ID: 1349,	 score: 20,	type:hag,	skills: {"will":5,"wit":4,"wiles":0,"wisdom":5,"wonder":5,"woe":1}
RANK #9133,	Token ID: 1360,	 score: 20,	type:mage,	skills: {"will":0,"wit":5,"wiles":2,"wisdom":6,"wonder":2,"woe":5}
RANK #9134,	Token ID: 1445,	 score: 20,	type:hag,	skills: {"will":1,"wit":2,"wiles":1,"wisdom":9,"wonder":7,"woe":0}
RANK #9135,	Token ID: 1535,	 score: 20,	type:mage,	skills: {"will":7,"wit":0,"wiles":0,"wisdom":7,"wonder":2,"woe":4}
RANK #9136,	Token ID: 1551,	 score: 20,	type:enchantress,	skills: {"will":3,"wit":6,"wiles":6,"wisdom":0,"wonder":4,"woe":1}
RANK #9137,	Token ID: 1607,	 score: 20,	type:necromancer,	skills: {"will":6,"wit":2,"wiles":0,"wisdom":1,"wonder":2,"woe":9}
RANK #9138,	Token ID: 1615,	 score: 20,	type:seer,	skills: {"will":3,"wit":0,"wiles":4,"wisdom":9,"wonder":2,"woe":2}
RANK #9139,	Token ID: 1658,	 score: 20,	type:mage,	skills: {"will":7,"wit":3,"wiles":3,"wisdom":0,"wonder":2,"woe":5}
RANK #9140,	Token ID: 1696,	 score: 20,	type:mage,	skills: {"will":3,"wit":0,"wiles":1,"wisdom":4,"wonder":9,"woe":3}
RANK #9141,	Token ID: 1702,	 score: 20,	type:occultist,	skills: {"will":0,"wit":1,"wiles":5,"wisdom":7,"wonder":3,"woe":4}
RANK #9142,	Token ID: 1728,	 score: 20,	type:enchantress,	skills: {"will":9,"wit":4,"wiles":3,"wisdom":1,"wonder":2,"woe":1}
RANK #9143,	Token ID: 1816,	 score: 20,	type:occultist,	skills: {"will":0,"wit":1,"wiles":3,"wisdom":0,"wonder":8,"woe":8}
RANK #9144,	Token ID: 1843,	 score: 20,	type:seer,	skills: {"will":3,"wit":1,"wiles":5,"wisdom":8,"wonder":1,"woe":2}
RANK #9145,	Token ID: 1877,	 score: 20,	type:occultist,	skills: {"will":2,"wit":1,"wiles":3,"wisdom":6,"wonder":5,"woe":3}
RANK #9146,	Token ID: 1883,	 score: 20,	type:mage,	skills: {"will":1,"wit":2,"wiles":1,"wisdom":7,"wonder":6,"woe":3}
RANK #9147,	Token ID: 1992,	 score: 20,	type:hag,	skills: {"will":2,"wit":8,"wiles":0,"wisdom":4,"wonder":5,"woe":1}
RANK #9148,	Token ID: 2014,	 score: 20,	type:enchantress,	skills: {"will":4,"wit":6,"wiles":2,"wisdom":5,"wonder":0,"woe":3}
RANK #9149,	Token ID: 2181,	 score: 20,	type:necromancer,	skills: {"will":3,"wit":0,"wiles":4,"wisdom":7,"wonder":1,"woe":5}
RANK #9150,	Token ID: 2187,	 score: 20,	type:enchantress,	skills: {"will":2,"wit":7,"wiles":8,"wisdom":2,"wonder":1,"woe":0}
RANK #9151,	Token ID: 2304,	 score: 20,	type:occultist,	skills: {"will":0,"wit":3,"wiles":5,"wisdom":2,"wonder":7,"woe":3}
RANK #9152,	Token ID: 2312,	 score: 20,	type:occultist,	skills: {"will":8,"wit":4,"wiles":5,"wisdom":0,"wonder":0,"woe":3}
RANK #9153,	Token ID: 2354,	 score: 20,	type:occultist,	skills: {"will":1,"wit":1,"wiles":3,"wisdom":7,"wonder":4,"woe":4}
RANK #9154,	Token ID: 2413,	 score: 20,	type:mage,	skills: {"will":6,"wit":0,"wiles":0,"wisdom":3,"wonder":2,"woe":9}
RANK #9155,	Token ID: 2483,	 score: 20,	type:mage,	skills: {"will":1,"wit":3,"wiles":1,"wisdom":2,"wonder":6,"woe":7}
RANK #9156,	Token ID: 2556,	 score: 20,	type:enchantress,	skills: {"will":6,"wit":5,"wiles":2,"wisdom":2,"wonder":5,"woe":0}
RANK #9157,	Token ID: 2566,	 score: 20,	type:mage,	skills: {"will":1,"wit":5,"wiles":0,"wisdom":4,"wonder":4,"woe":6}
RANK #9158,	Token ID: 2632,	 score: 20,	type:mage,	skills: {"will":5,"wit":1,"wiles":1,"wisdom":0,"wonder":9,"woe":4}
RANK #9159,	Token ID: 2639,	 score: 20,	type:mage,	skills: {"will":3,"wit":6,"wiles":4,"wisdom":2,"wonder":2,"woe":3}
RANK #9160,	Token ID: 2646,	 score: 20,	type:occultist,	skills: {"will":5,"wit":3,"wiles":3,"wisdom":1,"wonder":1,"woe":7}
RANK #9161,	Token ID: 2670,	 score: 20,	type:seer,	skills: {"will":5,"wit":5,"wiles":5,"wisdom":3,"wonder":2,"woe":0}
RANK #9162,	Token ID: 2851,	 score: 20,	type:enchantress,	skills: {"will":5,"wit":6,"wiles":4,"wisdom":2,"wonder":0,"woe":3}
RANK #9163,	Token ID: 2875,	 score: 20,	type:hag,	skills: {"will":0,"wit":3,"wiles":6,"wisdom":3,"wonder":8,"woe":0}
RANK #9164,	Token ID: 2910,	 score: 20,	type:mage,	skills: {"will":2,"wit":8,"wiles":0,"wisdom":4,"wonder":2,"woe":4}
RANK #9165,	Token ID: 2980,	 score: 20,	type:occultist,	skills: {"will":4,"wit":5,"wiles":3,"wisdom":1,"wonder":3,"woe":4}
RANK #9166,	Token ID: 3140,	 score: 20,	type:mage,	skills: {"will":1,"wit":8,"wiles":0,"wisdom":4,"wonder":2,"woe":5}
RANK #9167,	Token ID: 3304,	 score: 20,	type:mage,	skills: {"will":4,"wit":1,"wiles":0,"wisdom":0,"wonder":6,"woe":9}
RANK #9168,	Token ID: 3318,	 score: 20,	type:enchantress,	skills: {"will":2,"wit":4,"wiles":2,"wisdom":5,"wonder":7,"woe":0}
RANK #9169,	Token ID: 3320,	 score: 20,	type:mage,	skills: {"will":0,"wit":8,"wiles":4,"wisdom":0,"wonder":2,"woe":6}
RANK #9170,	Token ID: 3342,	 score: 20,	type:occultist,	skills: {"will":1,"wit":3,"wiles":5,"wisdom":1,"wonder":2,"woe":8}
RANK #9171,	Token ID: 3445,	 score: 20,	type:necromancer,	skills: {"will":5,"wit":1,"wiles":2,"wisdom":5,"wonder":0,"woe":7}
RANK #9172,	Token ID: 3543,	 score: 20,	type:mage,	skills: {"will":1,"wit":8,"wiles":0,"wisdom":2,"wonder":3,"woe":6}
RANK #9173,	Token ID: 3586,	 score: 20,	type:mage,	skills: {"will":4,"wit":0,"wiles":4,"wisdom":1,"wonder":2,"woe":9}
RANK #9174,	Token ID: 3619,	 score: 20,	type:hag,	skills: {"will":2,"wit":3,"wiles":7,"wisdom":3,"wonder":5,"woe":0}
RANK #9175,	Token ID: 3622,	 score: 20,	type:necromancer,	skills: {"will":7,"wit":1,"wiles":0,"wisdom":3,"wonder":0,"woe":9}
RANK #9176,	Token ID: 3626,	 score: 20,	type:occultist,	skills: {"will":0,"wit":1,"wiles":4,"wisdom":0,"wonder":6,"woe":9}
RANK #9177,	Token ID: 3833,	 score: 20,	type:necromancer,	skills: {"will":3,"wit":0,"wiles":0,"wisdom":7,"wonder":5,"woe":5}
RANK #9178,	Token ID: 3950,	 score: 20,	type:mage,	skills: {"will":0,"wit":2,"wiles":3,"wisdom":6,"wonder":2,"woe":7}
RANK #9179,	Token ID: 3996,	 score: 20,	type:necromancer,	skills: {"will":3,"wit":0,"wiles":4,"wisdom":7,"wonder":1,"woe":5}
RANK #9180,	Token ID: 4060,	 score: 20,	type:necromancer,	skills: {"will":3,"wit":1,"wiles":0,"wisdom":4,"wonder":6,"woe":6}
RANK #9181,	Token ID: 4099,	 score: 20,	type:necromancer,	skills: {"will":4,"wit":5,"wiles":0,"wisdom":1,"wonder":3,"woe":7}
RANK #9182,	Token ID: 4105,	 score: 20,	type:occultist,	skills: {"will":0,"wit":8,"wiles":3,"wisdom":2,"wonder":3,"woe":4}
RANK #9183,	Token ID: 4129,	 score: 20,	type:seer,	skills: {"will":5,"wit":2,"wiles":2,"wisdom":3,"wonder":7,"woe":1}
RANK #9184,	Token ID: 4160,	 score: 20,	type:occultist,	skills: {"will":1,"wit":2,"wiles":8,"wisdom":0,"wonder":5,"woe":4}
RANK #9185,	Token ID: 4371,	 score: 20,	type:mage,	skills: {"will":0,"wit":3,"wiles":2,"wisdom":3,"wonder":9,"woe":3}
RANK #9186,	Token ID: 4421,	 score: 20,	type:seer,	skills: {"will":8,"wit":2,"wiles":2,"wisdom":7,"wonder":1,"woe":0}
RANK #9187,	Token ID: 4423,	 score: 20,	type:enchantress,	skills: {"will":2,"wit":5,"wiles":9,"wisdom":4,"wonder":0,"woe":0}
RANK #9188,	Token ID: 4442,	 score: 20,	type:necromancer,	skills: {"will":4,"wit":2,"wiles":4,"wisdom":1,"wonder":6,"woe":3}
RANK #9189,	Token ID: 4447,	 score: 20,	type:hag,	skills: {"will":2,"wit":6,"wiles":0,"wisdom":3,"wonder":9,"woe":0}
RANK #9190,	Token ID: 4477,	 score: 20,	type:hag,	skills: {"will":0,"wit":5,"wiles":1,"wisdom":3,"wonder":4,"woe":7}
RANK #9191,	Token ID: 4492,	 score: 20,	type:enchantress,	skills: {"will":2,"wit":3,"wiles":4,"wisdom":3,"wonder":2,"woe":6}
RANK #9192,	Token ID: 4494,	 score: 20,	type:mage,	skills: {"will":1,"wit":1,"wiles":1,"wisdom":8,"wonder":4,"woe":5}
RANK #9193,	Token ID: 4502,	 score: 20,	type:mage,	skills: {"will":6,"wit":3,"wiles":4,"wisdom":1,"wonder":3,"woe":3}
RANK #9194,	Token ID: 4533,	 score: 20,	type:mage,	skills: {"will":1,"wit":3,"wiles":4,"wisdom":5,"wonder":3,"woe":4}
RANK #9195,	Token ID: 4546,	 score: 20,	type:necromancer,	skills: {"will":7,"wit":0,"wiles":4,"wisdom":5,"wonder":0,"woe":4}
RANK #9196,	Token ID: 4582,	 score: 20,	type:seer,	skills: {"will":5,"wit":0,"wiles":0,"wisdom":6,"wonder":4,"woe":5}
RANK #9197,	Token ID: 4619,	 score: 20,	type:mage,	skills: {"will":0,"wit":7,"wiles":4,"wisdom":3,"wonder":3,"woe":3}
RANK #9198,	Token ID: 4675,	 score: 20,	type:hag,	skills: {"will":3,"wit":1,"wiles":3,"wisdom":9,"wonder":4,"woe":0}
RANK #9199,	Token ID: 4700,	 score: 20,	type:hag,	skills: {"will":3,"wit":4,"wiles":5,"wisdom":4,"wonder":4,"woe":0}
RANK #9200,	Token ID: 4716,	 score: 20,	type:occultist,	skills: {"will":2,"wit":5,"wiles":7,"wisdom":1,"wonder":0,"woe":5}
RANK #9201,	Token ID: 4872,	 score: 20,	type:mage,	skills: {"will":2,"wit":4,"wiles":1,"wisdom":4,"wonder":5,"woe":4}
RANK #9202,	Token ID: 4909,	 score: 20,	type:mage,	skills: {"will":1,"wit":0,"wiles":4,"wisdom":4,"wonder":8,"woe":3}
RANK #9203,	Token ID: 4954,	 score: 20,	type:occultist,	skills: {"will":1,"wit":3,"wiles":8,"wisdom":1,"wonder":1,"woe":6}
RANK #9204,	Token ID: 4963,	 score: 20,	type:hag,	skills: {"will":0,"wit":4,"wiles":5,"wisdom":6,"wonder":5,"woe":0}
RANK #9205,	Token ID: 5006,	 score: 20,	type:necromancer,	skills: {"will":5,"wit":1,"wiles":0,"wisdom":1,"wonder":5,"woe":8}
RANK #9206,	Token ID: 5013,	 score: 20,	type:mage,	skills: {"will":3,"wit":0,"wiles":4,"wisdom":2,"wonder":2,"woe":9}
RANK #9207,	Token ID: 5195,	 score: 20,	type:seer,	skills: {"will":6,"wit":3,"wiles":4,"wisdom":3,"wonder":3,"woe":1}
RANK #9208,	Token ID: 5242,	 score: 20,	type:occultist,	skills: {"will":1,"wit":9,"wiles":4,"wisdom":0,"wonder":1,"woe":5}
RANK #9209,	Token ID: 5254,	 score: 20,	type:occultist,	skills: {"will":5,"wit":2,"wiles":6,"wisdom":0,"wonder":2,"woe":5}
RANK #9210,	Token ID: 5256,	 score: 20,	type:mage,	skills: {"will":0,"wit":8,"wiles":0,"wisdom":0,"wonder":8,"woe":4}
RANK #9211,	Token ID: 5257,	 score: 20,	type:occultist,	skills: {"will":7,"wit":1,"wiles":3,"wisdom":4,"wonder":0,"woe":5}
RANK #9212,	Token ID: 5267,	 score: 20,	type:mage,	skills: {"will":4,"wit":3,"wiles":0,"wisdom":3,"wonder":4,"woe":6}
RANK #9213,	Token ID: 5294,	 score: 20,	type:enchantress,	skills: {"will":9,"wit":3,"wiles":5,"wisdom":1,"wonder":1,"woe":1}
RANK #9214,	Token ID: 5301,	 score: 20,	type:occultist,	skills: {"will":6,"wit":1,"wiles":3,"wisdom":0,"wonder":1,"woe":9}
RANK #9215,	Token ID: 5348,	 score: 20,	type:necromancer,	skills: {"will":9,"wit":2,"wiles":1,"wisdom":2,"wonder":2,"woe":4}
RANK #9216,	Token ID: 5355,	 score: 20,	type:seer,	skills: {"will":7,"wit":0,"wiles":0,"wisdom":4,"wonder":4,"woe":5}
RANK #9217,	Token ID: 5367,	 score: 20,	type:mage,	skills: {"will":1,"wit":8,"wiles":1,"wisdom":1,"wonder":2,"woe":7}
RANK #9218,	Token ID: 5423,	 score: 20,	type:occultist,	skills: {"will":1,"wit":4,"wiles":7,"wisdom":4,"wonder":0,"woe":4}
RANK #9219,	Token ID: 5459,	 score: 20,	type:enchantress,	skills: {"will":7,"wit":9,"wiles":4,"wisdom":0,"wonder":0,"woe":0}
RANK #9220,	Token ID: 5490,	 score: 20,	type:mage,	skills: {"will":0,"wit":3,"wiles":1,"wisdom":4,"wonder":7,"woe":5}
RANK #9221,	Token ID: 5510,	 score: 20,	type:occultist,	skills: {"will":1,"wit":4,"wiles":7,"wisdom":0,"wonder":2,"woe":6}
RANK #9222,	Token ID: 5648,	 score: 20,	type:enchantress,	skills: {"will":4,"wit":9,"wiles":4,"wisdom":2,"wonder":0,"woe":1}
RANK #9223,	Token ID: 5651,	 score: 20,	type:seer,	skills: {"will":3,"wit":2,"wiles":5,"wisdom":6,"wonder":3,"woe":1}
RANK #9224,	Token ID: 5721,	 score: 20,	type:mage,	skills: {"will":1,"wit":0,"wiles":7,"wisdom":7,"wonder":2,"woe":3}
RANK #9225,	Token ID: 5739,	 score: 20,	type:mage,	skills: {"will":4,"wit":2,"wiles":2,"wisdom":2,"wonder":3,"woe":7}
RANK #9226,	Token ID: 5775,	 score: 20,	type:seer,	skills: {"will":3,"wit":3,"wiles":2,"wisdom":3,"wonder":8,"woe":1}
RANK #9227,	Token ID: 5778,	 score: 20,	type:hag,	skills: {"will":1,"wit":4,"wiles":0,"wisdom":3,"wonder":8,"woe":4}
RANK #9228,	Token ID: 5813,	 score: 20,	type:mage,	skills: {"will":6,"wit":0,"wiles":0,"wisdom":1,"wonder":8,"woe":5}
RANK #9229,	Token ID: 5852,	 score: 20,	type:necromancer,	skills: {"will":4,"wit":1,"wiles":0,"wisdom":2,"wonder":5,"woe":8}
RANK #9230,	Token ID: 5954,	 score: 20,	type:necromancer,	skills: {"will":4,"wit":1,"wiles":2,"wisdom":4,"wonder":3,"woe":6}
RANK #9231,	Token ID: 6089,	 score: 20,	type:occultist,	skills: {"will":2,"wit":4,"wiles":5,"wisdom":4,"wonder":2,"woe":3}
RANK #9232,	Token ID: 6148,	 score: 20,	type:enchantress,	skills: {"will":4,"wit":3,"wiles":5,"wisdom":1,"wonder":1,"woe":6}
RANK #9233,	Token ID: 6209,	 score: 20,	type:mage,	skills: {"will":5,"wit":0,"wiles":2,"wisdom":6,"wonder":2,"woe":5}
RANK #9234,	Token ID: 6219,	 score: 20,	type:occultist,	skills: {"will":0,"wit":5,"wiles":7,"wisdom":0,"wonder":0,"woe":8}
RANK #9235,	Token ID: 6231,	 score: 20,	type:mage,	skills: {"will":0,"wit":6,"wiles":3,"wisdom":4,"wonder":2,"woe":5}
RANK #9236,	Token ID: 6287,	 score: 20,	type:mage,	skills: {"will":0,"wit":3,"wiles":3,"wisdom":5,"wonder":4,"woe":5}
RANK #9237,	Token ID: 6295,	 score: 20,	type:seer,	skills: {"will":3,"wit":6,"wiles":4,"wisdom":3,"wonder":3,"woe":1}
RANK #9238,	Token ID: 6345,	 score: 20,	type:mage,	skills: {"will":5,"wit":2,"wiles":0,"wisdom":8,"wonder":2,"woe":3}
RANK #9239,	Token ID: 6445,	 score: 20,	type:necromancer,	skills: {"will":9,"wit":1,"wiles":0,"wisdom":1,"wonder":0,"woe":9}
RANK #9240,	Token ID: 6503,	 score: 20,	type:seer,	skills: {"will":9,"wit":4,"wiles":1,"wisdom":5,"wonder":1,"woe":0}
RANK #9241,	Token ID: 6550,	 score: 20,	type:hag,	skills: {"will":5,"wit":1,"wiles":3,"wisdom":6,"wonder":3,"woe":2}
RANK #9242,	Token ID: 6637,	 score: 20,	type:necromancer,	skills: {"will":8,"wit":6,"wiles":1,"wisdom":1,"wonder":0,"woe":4}
RANK #9243,	Token ID: 6667,	 score: 20,	type:mage,	skills: {"will":6,"wit":2,"wiles":1,"wisdom":3,"wonder":6,"woe":2}
RANK #9244,	Token ID: 6751,	 score: 20,	type:mage,	skills: {"will":7,"wit":1,"wiles":2,"wisdom":2,"wonder":3,"woe":5}
RANK #9245,	Token ID: 6752,	 score: 20,	type:hag,	skills: {"will":0,"wit":4,"wiles":1,"wisdom":6,"wonder":9,"woe":0}
RANK #9246,	Token ID: 6794,	 score: 20,	type:enchantress,	skills: {"will":3,"wit":8,"wiles":3,"wisdom":2,"wonder":0,"woe":4}
RANK #9247,	Token ID: 6828,	 score: 20,	type:enchantress,	skills: {"will":3,"wit":4,"wiles":3,"wisdom":5,"wonder":5,"woe":0}
RANK #9248,	Token ID: 6830,	 score: 20,	type:hag,	skills: {"will":5,"wit":2,"wiles":0,"wisdom":4,"wonder":3,"woe":6}
RANK #9249,	Token ID: 6841,	 score: 20,	type:enchantress,	skills: {"will":3,"wit":7,"wiles":4,"wisdom":3,"wonder":1,"woe":2}
RANK #9250,	Token ID: 6871,	 score: 20,	type:hag,	skills: {"will":1,"wit":4,"wiles":0,"wisdom":5,"wonder":4,"woe":6}
RANK #9251,	Token ID: 6894,	 score: 20,	type:occultist,	skills: {"will":0,"wit":1,"wiles":9,"wisdom":4,"wonder":2,"woe":4}
RANK #9252,	Token ID: 6976,	 score: 20,	type:mage,	skills: {"will":0,"wit":3,"wiles":0,"wisdom":3,"wonder":5,"woe":9}
RANK #9253,	Token ID: 6989,	 score: 20,	type:enchantress,	skills: {"will":3,"wit":9,"wiles":3,"wisdom":0,"wonder":3,"woe":2}
RANK #9254,	Token ID: 7005,	 score: 20,	type:occultist,	skills: {"will":5,"wit":3,"wiles":3,"wisdom":4,"wonder":0,"woe":5}
RANK #9255,	Token ID: 7121,	 score: 20,	type:hag,	skills: {"will":6,"wit":2,"wiles":2,"wisdom":3,"wonder":3,"woe":4}
RANK #9256,	Token ID: 7201,	 score: 20,	type:seer,	skills: {"will":6,"wit":2,"wiles":0,"wisdom":5,"wonder":3,"woe":4}
RANK #9257,	Token ID: 7220,	 score: 20,	type:seer,	skills: {"will":8,"wit":0,"wiles":4,"wisdom":3,"wonder":2,"woe":3}
RANK #9258,	Token ID: 7283,	 score: 20,	type:necromancer,	skills: {"will":4,"wit":0,"wiles":1,"wisdom":4,"wonder":6,"woe":5}
RANK #9259,	Token ID: 7325,	 score: 20,	type:mage,	skills: {"will":3,"wit":0,"wiles":0,"wisdom":8,"wonder":7,"woe":2}
RANK #9260,	Token ID: 7417,	 score: 20,	type:occultist,	skills: {"will":5,"wit":1,"wiles":3,"wisdom":0,"wonder":5,"woe":6}
RANK #9261,	Token ID: 7451,	 score: 20,	type:seer,	skills: {"will":3,"wit":6,"wiles":4,"wisdom":3,"wonder":1,"woe":3}
RANK #9262,	Token ID: 7497,	 score: 20,	type:occultist,	skills: {"will":7,"wit":3,"wiles":4,"wisdom":2,"wonder":1,"woe":3}
RANK #9263,	Token ID: 7522,	 score: 20,	type:hag,	skills: {"will":0,"wit":3,"wiles":4,"wisdom":9,"wonder":4,"woe":0}
RANK #9264,	Token ID: 7543,	 score: 20,	type:occultist,	skills: {"will":3,"wit":3,"wiles":7,"wisdom":2,"wonder":1,"woe":4}
RANK #9265,	Token ID: 7654,	 score: 20,	type:necromancer,	skills: {"will":6,"wit":1,"wiles":0,"wisdom":5,"wonder":1,"woe":7}
RANK #9266,	Token ID: 7663,	 score: 20,	type:mage,	skills: {"will":0,"wit":0,"wiles":8,"wisdom":1,"wonder":5,"woe":6}
RANK #9267,	Token ID: 7745,	 score: 20,	type:occultist,	skills: {"will":3,"wit":9,"wiles":3,"wisdom":0,"wonder":2,"woe":3}
RANK #9268,	Token ID: 7802,	 score: 20,	type:enchantress,	skills: {"will":6,"wit":4,"wiles":2,"wisdom":1,"wonder":7,"woe":0}
RANK #9269,	Token ID: 7864,	 score: 20,	type:enchantress,	skills: {"will":2,"wit":5,"wiles":5,"wisdom":3,"wonder":1,"woe":4}
RANK #9270,	Token ID: 7964,	 score: 20,	type:occultist,	skills: {"will":3,"wit":4,"wiles":6,"wisdom":3,"wonder":1,"woe":3}
RANK #9271,	Token ID: 8064,	 score: 20,	type:hag,	skills: {"will":1,"wit":1,"wiles":0,"wisdom":6,"wonder":8,"woe":4}
RANK #9272,	Token ID: 8081,	 score: 20,	type:mage,	skills: {"will":6,"wit":3,"wiles":6,"wisdom":0,"wonder":2,"woe":3}
RANK #9273,	Token ID: 8083,	 score: 20,	type:mage,	skills: {"will":2,"wit":3,"wiles":6,"wisdom":2,"wonder":4,"woe":3}
RANK #9274,	Token ID: 8089,	 score: 20,	type:hag,	skills: {"will":2,"wit":3,"wiles":3,"wisdom":6,"wonder":4,"woe":2}
RANK #9275,	Token ID: 8248,	 score: 20,	type:occultist,	skills: {"will":3,"wit":5,"wiles":5,"wisdom":0,"wonder":2,"woe":5}
RANK #9276,	Token ID: 8440,	 score: 20,	type:seer,	skills: {"will":5,"wit":4,"wiles":0,"wisdom":5,"wonder":2,"woe":4}
RANK #9277,	Token ID: 8532,	 score: 20,	type:seer,	skills: {"will":8,"wit":0,"wiles":4,"wisdom":4,"wonder":2,"woe":2}
RANK #9278,	Token ID: 8536,	 score: 20,	type:occultist,	skills: {"will":1,"wit":2,"wiles":6,"wisdom":0,"wonder":6,"woe":5}
RANK #9279,	Token ID: 8730,	 score: 20,	type:necromancer,	skills: {"will":9,"wit":0,"wiles":1,"wisdom":2,"wonder":5,"woe":3}
